ID,Study,Age,Sex,SUIS_1,SUIS_2,SUIS_3,SUIS_4,SUIS_5,SUIS_6,SUIS_7,SUIS_8,SUIS_9,SUIS_10,SUIS_11,SUIS_12,PSIQ_1,PSIQ_2,PSIQ_3,PSIQ_4,PSIQ_5,PSIQ_6,PSIQ_7,PSIQ_8,PSIQ_9,PSIQ_10,PSIQ_11,PSIQ_12,PSIQ_13,PSIQ_14,PSIQ_15,PSIQ_16,PSIQ_17,PSIQ_18,PSIQ_19,PSIQ_20,PSIQ_21,PSIQ_22,PSIQ_23,PSIQ_24,PSIQ_25,PSIQ_26,PSIQ_27,PSIQ_28,PSIQ_29,PSIQ_30,PSIQ_31,PSIQ_32,PSIQ_33,PSIQ_34,PSIQ_35
1791825912,2,42,Male,5,1,1,1,5,1,5,1,3,5,1,3,6,6,5,6,6,5,4,4,5,5,3,4,5,5,6,3,5,4,5,4,4,5,5,5,4,3,3,5,3,3,4,5,6,4,5
1791799558,2,19,Male,5,3,1,3,3,3,5,1,5,5,5,5,7,6,7,6,7,7,7,7,6,7,6,4,5,7,7,5,7,7,5,5,5,7,7,7,7,7,6,7,7,7,6,6,5,6,5
1791777586,2,19,Male,4,3,4,5,4,3,2,4,4,4,4,5,6,6,6,6,5,4,5,5,6,6,3,3,4,3,5,4,5,5,4,4,5,5,5,5,5,5,3,3,4,5,5,5,5,6,5
1791712629,2,21,Male,3,5,1,2,4,1,5,1,1,4,2,4,7,5,6,5,6,7,7,7,7,7,6,5,6,6,7,6,7,7,7,7,7,7,7,6,6,6,5,3,6,5,7,7,7,7,5
1791689136,2,19,Female,4,3,4,5,2,4,5,5,4,5,3,5,7,6,7,7,6,5,5,6,6,6,6,6,5,5,4,5,7,6,7,3,7,7,7,6,7,7,5,4,4,5,3,3,4,4,5
1791679590,2,22,Female,3,2,5,5,5,2,3,5,5,4,5,4,6,4,4,6,3,5,7,7,6,5,3,5,6,6,4,1,6,5,5,4,4,6,6,3,5,6,6,5,4,3,6,6,4,7,5
1791573171,2,25,Female,4,1,5,1,5,3,5,5,5,5,1,5,7,7,7,6,4,6,7,5,6,5,5,3,4,5,4,7,7,7,7,2,7,7,7,7,7,7,6,6,6,6,3,3,6,6,3
1791547245,2,23,Male,1,3,1,3,4,5,4,2,4,4,4,3,5,4,5,4,5,5,4,4,4,5,6,3,6,6,5,6,5,7,6,6,6,6,5,6,6,4,3,3,3,5,6,6,3,6,6
1791544065,2,21,Female,1,1,3,5,3,3,5,4,5,1,1,5,7,4,5,7,7,4,7,7,3,3,4,2,4,5,5,1,3,3,4,2,4,4,2,5,6,5,7,3,3,4,7,7,4,6,4
1791513747,2,19,Female,4,4,4,4,3,3,3,2,2,5,5,5,7,5,6,6,5,4,5,5,5,4,4,4,5,6,6,6,3,3,5,6,7,7,5,6,3,3,2,3,4,7,5,5,4,3,7
1791511703,2,19,Male,4,1,5,3,2,2,4,2,4,1,5,4,6,5,7,7,7,6,7,7,6,5,3,1,5,3,5,3,4,5,5,1,2,6,6,6,4,5,6,5,5,6,7,4,4,6,5
1791460718,2,26,Male,4,4,1,2,2,2,5,3,2,1,3,4,4,6,5,4,5,2,5,5,6,3,5,1,4,5,5,1,3,3,4,3,3,4,6,5,5,5,4,5,6,6,6,6,7,5,6
1791422835,2,20,Male,2,4,4,5,4,1,2,1,1,1,4,2,7,7,7,7,7,7,7,7,7,7,4,2,3,4,3,2,2,3,2,2,4,4,5,4,5,3,5,5,4,5,6,4,6,6,4
1791410256,2,24,Female,5,3,1,3,5,3,1,3,5,5,2,4,5,6,5,5,5,6,7,6,7,6,4,5,4,4,4,5,5,5,5,4,5,4,4,5,6,5,4,4,5,5,7,7,4,7,5
1791340887,2,21,Female,5,1,1,2,4,2,5,1,5,4,2,4,5,2,3,6,3,4,5,3,5,5,1,1,1,1,2,1,2,1,5,2,4,5,5,6,2,5,7,1,2,5,6,6,6,7,6
1791309021,2,27,Female,2,3,5,1,4,2,4,5,4,5,5,5,6,6,5,7,6,7,7,7,7,7,6,6,7,7,7,4,6,6,6,6,6,6,5,6,6,6,5,5,5,6,6,6,6,6,6
1791305710,2,22,Male,1,3,5,3,5,1,1,4,1,4,3,4,6,5,7,6,5,1,7,1,6,5,6,2,2,6,6,7,7,7,7,7,1,5,2,5,4,6,2,6,5,6,7,2,7,7,4
1791298476,2,23,Male,2,2,4,3,2,2,2,4,4,4,4,3,6,3,5,7,6,5,4,5,5,6,6,2,5,6,5,1,4,3,3,4,5,6,3,2,5,3,6,2,4,6,7,6,6,5,5
1791288667,2,24,Male,3,5,4,3,5,2,3,4,4,5,4,5,7,6,7,7,7,7,7,7,7,7,5,6,6,7,7,5,6,7,7,6,7,6,6,5,6,6,5,5,5,6,7,6,6,7,6
1791285962,2,20,Female,5,4,4,5,3,1,2,3,3,4,2,5,6,6,5,7,5,4,4,6,4,3,2,3,3,3,3,1,5,6,6,1,3,3,6,4,4,4,5,5,3,5,6,6,6,6,6
1791264849,2,20,Female,2,2,4,4,5,2,5,4,4,4,1,4,6,5,5,6,5,4,5,4,5,4,3,3,4,4,4,3,4,4,3,3,4,4,4,4,4,5,4,4,4,5,5,5,5,5,5
1791251791,2,23,Female,5,1,5,4,3,2,4,5,4,5,4,5,6,6,5,5,6,4,6,7,4,4,5,5,6,5,4,3,6,6,7,6,6,5,6,6,6,5,5,5,5,5,4,4,4,4,4
1791186149,2,20,Male,2,4,5,5,4,1,3,4,5,5,5,5,7,6,6,5,7,5,6,7,7,6,5,3,5,6,6,4,7,6,4,6,5,5,5,6,6,4,3,3,6,5,7,5,5,5,6
1791153048,2,21,Male,3,5,2,4,4,2,1,2,1,5,3,2,6,4,6,7,5,6,6,6,6,5,3,5,4,6,5,1,5,2,4,2,7,6,6,4,5,6,6,1,5,6,3,5,6,1,4
1791141265,2,19,Female,1,2,1,5,5,1,3,1,3,5,5,5,6,6,6,7,6,5,5,7,5,4,4,4,4,5,5,1,6,6,3,4,5,6,7,5,5,7,5,3,5,5,6,7,6,7,6
1791132828,2,25,Female,2,4,5,5,5,5,5,3,3,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1791115494,2,28,Male,1,5,5,1,5,1,1,1,3,4,1,5,7,6,7,6,7,6,5,5,7,7,6,7,7,4,4,6,7,7,6,7,5,7,7,7,6,7,5,5,6,7,6,5,7,7,5
1791105631,2,23,Female,3,2,5,4,4,2,5,4,3,5,4,4,6,5,3,6,3,2,5,4,3,3,5,2,5,3,3,3,4,4,4,4,5,5,6,5,4,5,4,2,5,5,3,3,4,5,5
1791101876,2,22,Male,2,1,3,4,4,2,3,1,2,1,2,2,6,6,6,5,6,5,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6,6,6,5,5,6,5,6,6,6,6,6,6,5,6
1791098101,2,20,Male,3,5,5,5,5,3,5,1,5,5,5,5,6,7,5,6,4,3,5,6,6,2,5,2,6,6,4,1,6,6,6,6,6,6,3,6,6,3,5,6,1,2,7,5,7,7,3
1791093420,2,26,Male,1,4,5,3,4,1,1,1,4,3,3,2,6,5,6,7,5,3,6,5,6,6,4,4,4,4,4,5,6,6,6,5,3,4,4,5,6,6,6,5,6,5,5,5,4,4,5
1791087772,2,20,Male,2,5,4,2,3,1,1,3,5,4,4,4,7,6,7,7,7,7,7,7,7,7,6,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,6
1791082308,2,24,Male,3,3,2,1,3,1,1,1,4,2,1,2,7,5,5,5,6,4,5,5,6,5,4,3,5,6,6,5,5,6,7,6,6,6,6,4,7,5,7,4,5,6,6,5,5,6,5
1791065939,2,18,Male,1,4,5,5,5,2,5,3,3,5,4,5,7,5,6,6,5,7,6,6,6,6,5,5,5,6,5,4,6,7,7,6,5,6,6,6,7,6,7,5,6,6,7,7,7,7,7
1791065823,2,30,Female,3,3,3,3,3,3,3,3,3,3,3,3,7,5,4,5,4,6,6,5,5,3,3,3,4,3,3,3,4,4,3,2,3,3,4,5,5,5,4,4,4,5,3,5,6,1,6
1791060854,2,19,Male,2,2,4,3,4,4,1,4,2,4,2,4,6,5,5,4,4,5,4,5,5,4,3,3,3,4,3,3,4,4,5,4,4,3,3,5,6,4,5,5,6,5,6,6,5,7,2
1791060509,2,31,Male,4,3,5,3,4,3,4,4,3,3,2,2,7,7,7,7,5,6,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7
1791058836,2,20,Male,3,2,4,4,3,1,1,1,1,1,4,4,7,6,5,5,4,3,1,1,1,1,1,5,4,6,1,1,3,2,4,5,5,5,6,5,5,4,7,3,4,4,5,5,2,1,4
1791045609,2,20,Male,2,5,1,2,5,3,5,3,3,5,2,2,7,4,5,5,6,7,5,4,5,6,6,4,7,7,7,4,7,6,6,5,7,7,6,6,6,7,6,6,7,6,7,7,5,5,5
1791045052,2,22,Male,5,3,5,5,3,2,5,4,4,5,4,3,6,5,5,7,6,7,7,7,7,5,6,4,7,4,4,4,5,6,7,6,6,7,7,7,7,7,3,1,5,5,7,7,7,7,7
1791004235,2,22,Female,3,2,5,4,3,1,5,5,3,2,3,1,6,6,4,5,4,3,6,7,6,4,5,6,4,4,4,3,4,6,6,3,7,5,5,6,7,6,4,4,3,4,6,4,7,3,4
1790999408,2,22,Female,3,3,4,4,4,1,5,4,5,5,5,4,6,5,5,6,4,3,3,4,4,3,2,2,2,2,2,2,3,3,2,2,3,4,4,4,4,5,5,4,3,5,4,4,5,3,4
1790993475,2,23,Female,5,3,4,4,3,2,2,3,5,4,3,3,6,5,6,6,5,6,6,6,6,6,5,5,5,6,6,3,6,6,6,6,6,6,6,5,6,6,6,5,6,6,6,6,6,6,6
1790991910,2,20,Female,1,2,3,2,4,1,1,5,4,4,5,4,6,5,6,4,5,5,6,7,7,6,5,6,5,6,5,4,6,6,5,5,6,7,7,7,6,7,7,7,7,6,7,6,7,6,6
1790985958,2,20,Male,4,3,2,1,2,1,1,3,3,2,2,1,5,4,5,5,3,3,4,5,3,2,2,1,2,5,4,2,5,4,3,3,5,4,4,4,4,5,3,2,4,4,5,5,5,3,3
1790978606,2,21,Female,3,3,5,5,3,1,5,5,5,5,5,3,7,5,5,7,5,4,6,4,4,4,3,6,6,3,5,1,5,5,5,4,7,6,2,7,7,7,7,6,7,7,6,6,5,5,5
1790970774,2,21,Female,4,3,5,5,5,4,3,5,4,4,3,4,6,5,5,6,5,5,5,5,5,5,6,6,6,6,5,5,7,7,6,6,7,6,6,6,7,6,6,5,6,6,6,6,6,7,7
1790966052,2,21,Female,1,1,2,4,3,3,1,1,2,4,2,5,7,6,5,6,5,3,7,6,5,3,2,2,4,7,5,6,6,5,5,7,3,4,4,4,5,5,3,3,1,4,4,5,6,1,2
1790961316,2,43,Female,5,5,4,3,5,3,1,1,1,3,4,5,7,7,6,5,5,6,7,6,7,7,6,6,6,6,6,6,5,6,5,6,5,5,4,5,6,6,5,6,5,6,6,6,6,6,5
1790959508,2,24,Female,5,1,4,4,2,1,5,3,2,2,3,4,5,6,6,5,4,5,4,5,6,4,2,4,5,4,2,1,3,4,4,3,3,4,4,4,4,5,4,4,5,3,1,1,1,6,1
1790957619,2,22,Male,2,1,4,4,1,2,1,1,3,1,1,3,5,7,7,7,6,6,7,7,7,4,2,6,3,6,5,1,6,7,1,3,5,4,7,6,5,7,2,5,2,4,3,6,7,5,6
1790956787,2,19,Female,2,4,5,5,5,2,4,5,4,4,4,4,7,5,5,5,5,5,4,5,5,5,4,5,5,5,5,3,5,5,5,5,5,5,5,6,6,6,6,5,5,5,5,5,5,6,5
1790955683,2,21,Female,3,3,4,5,4,1,2,3,3,3,2,2,6,6,6,7,5,6,6,5,5,6,4,5,5,5,5,6,6,5,6,5,6,6,6,5,6,6,6,5,7,6,7,7,7,6,7
1790945000,2,20,Female,2,3,5,4,3,1,3,3,4,4,5,4,5,5,5,6,5,6,6,6,5,6,5,4,5,5,6,6,6,6,6,5,5,5,5,6,6,6,5,5,6,6,6,6,6,5,6
1790943652,2,20,Female,4,2,5,5,5,1,5,5,2,4,5,5,7,6,6,7,6,7,7,7,6,6,5,5,6,6,6,5,6,5,6,6,7,7,7,6,6,6,7,7,6,6,5,5,5,5,5
1790936204,2,20,Female,3,1,5,5,5,5,5,5,5,3,5,5,7,5,6,7,5,6,7,6,6,6,5,4,6,5,5,1,7,7,7,7,6,6,7,7,7,7,6,6,7,7,7,7,6,5,5
1790930769,2,22,Female,4,3,4,5,4,1,5,2,2,4,4,1,6,6,6,7,7,7,7,7,7,7,6,5,5,6,4,2,4,4,4,3,5,5,6,5,5,6,6,6,5,6,5,6,6,4,6
1790929320,2,19,Female,4,4,4,4,5,2,3,3,3,5,4,4,6,6,6,6,5,6,4,7,5,5,3,5,4,5,3,3,5,5,6,5,6,6,6,6,6,5,6,7,6,6,6,6,6,7,6
1790914638,2,19,Male,5,1,1,3,3,5,1,1,1,3,3,1,7,7,7,7,6,5,7,7,7,6,4,4,5,4,4,3,6,6,5,6,6,7,7,6,5,5,5,4,4,6,6,6,5,6,6
1790898097,2,20,Female,5,3,5,3,4,1,4,5,4,4,4,4,6,6,7,6,7,7,6,7,7,7,4,4,5,4,3,5,4,5,5,5,6,6,5,5,5,6,5,6,6,6,6,6,6,7,6
1790892346,2,22,Female,3,2,3,3,2,1,4,2,2,1,3,2,5,6,5,4,5,7,6,6,7,5,5,4,4,4,5,3,6,5,5,3,5,5,5,6,5,5,4,5,4,5,6,4,4,6,6
1790870094,2,21,Female,4,4,4,5,4,2,5,5,4,4,4,4,5,5,5,4,5,3,5,5,5,4,4,4,5,5,5,2,7,6,5,6,5,6,6,6,5,6,6,6,5,6,6,6,6,7,7
1790863704,2,30,Male,4,3,3,4,2,1,3,4,3,2,1,2,5,4,3,5,2,5,5,5,4,4,2,2,3,2,3,3,4,3,4,3,4,5,4,6,4,5,4,5,6,5,5,5,4,4,6
1790085925,2,24,Female,4,3,5,5,4,1,5,5,4,4,2,5,7,6,6,6,5,6,6,6,6,6,5,5,6,7,5,5,6,6,5,5,7,7,7,5,6,7,5,6,6,5,6,6,7,7,6
1789787911,2,24,Female,4,4,5,4,5,3,4,5,4,4,3,5,6,5,5,6,5,4,4,4,4,4,5,5,3,3,4,2,3,4,4,3,4,5,3,5,5,6,5,4,5,2,2,2,3,3,3
1789650969,2,19,Male,4,4,4,4,4,1,5,5,5,5,5,5,6,5,6,6,5,5,6,6,5,5,6,5,6,6,6,3,5,5,6,6,6,6,6,6,6,6,5,3,6,6,7,5,4,4,2
1789591577,2,18,Female,5,3,3,5,5,3,2,4,4,3,5,2,5,5,5,5,5,4,4,4,4,5,5,4,4,4,5,4,5,5,5,4,6,6,6,6,6,5,4,3,6,6,5,5,5,5,5
1789512373,2,20,Female,4,4,3,4,5,1,2,1,4,4,3,5,6,5,3,6,5,5,6,6,5,7,3,4,5,3,3,5,6,6,3,5,1,5,6,6,6,4,3,5,4,5,6,5,5,6,6
1789063603,2,19,Female,2,4,5,5,4,3,5,3,4,2,3,5,7,6,5,7,6,7,7,7,7,6,5,4,4,6,5,3,7,7,4,4,7,7,7,6,6,7,6,6,6,6,7,7,7,7,6
1789059359,2,19,Male,2,5,5,5,4,1,2,2,3,4,2,5,6,6,6,6,6,6,6,6,6,6,5,3,5,6,6,5,5,6,6,6,5,6,6,6,6,6,4,6,5,5,6,5,6,7,5
1789018304,2,18,Female,1,1,5,5,5,4,2,5,3,5,4,4,7,7,4,7,7,5,7,4,7,4,4,4,6,6,5,2,3,7,2,2,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7
1788973107,2,25,Female,4,3,2,4,3,1,4,5,1,4,3,1,6,4,5,3,4,4,2,2,3,4,5,5,6,7,6,1,2,2,3,3,4,4,5,6,6,4,5,3,3,6,5,5,4,5,3
1788777254,2,23,Female,1,5,3,4,5,5,1,1,1,1,1,4,7,6,6,7,5,5,5,5,5,5,5,5,6,5,4,4,5,4,4,4,6,6,6,7,7,7,7,7,7,7,7,7,7,6,7
1788720652,2,19,Female,1,1,4,5,2,5,2,4,1,2,4,2,4,5,5,3,4,3,4,4,3,5,6,3,4,4,2,4,5,5,5,3,6,7,6,6,6,6,6,5,5,6,7,7,7,6,6
1788686218,2,19,Female,3,4,5,4,4,1,1,1,5,5,5,4,6,5,6,5,6,6,6,7,6,6,4,4,5,6,5,3,6,6,6,5,7,6,5,7,6,6,4,5,4,6,6,6,5,6,5
1788684100,2,21,Female,5,3,2,4,4,2,5,4,4,3,4,5,7,5,6,5,7,5,7,6,6,6,7,5,5,6,4,7,6,7,5,5,7,6,7,6,6,5,6,7,5,6,5,6,5,7,6
1788612007,2,18,Female,5,3,4,4,3,2,5,4,2,4,5,5,6,5,5,6,5,4,4,5,4,5,6,5,6,6,5,5,6,6,6,5,6,6,6,5,5,6,6,5,5,5,6,5,5,6,5
1788591189,2,22,Female,2,2,5,5,3,4,3,5,3,3,4,4,5,6,7,7,7,4,4,4,5,5,3,4,5,5,6,3,4,5,6,6,6,6,5,6,6,7,6,5,4,4,7,7,6,7,6
1788571293,2,25,Male,2,2,4,3,4,2,1,4,2,3,3,3,6,5,4,5,5,5,6,5,5,6,4,4,5,5,4,4,5,6,6,5,4,5,4,5,5,6,5,5,6,5,5,6,6,5,5
1788570656,2,35,Female,2,4,5,4,4,2,5,5,4,5,5,5,7,6,5,4,4,4,6,6,5,6,4,6,5,4,6,6,6,6,6,4,4,7,7,7,5,5,4,6,4,5,6,6,6,7,6
1788126592,2,25,Female,2,1,5,5,4,1,5,3,4,2,3,2,6,5,6,7,6,6,4,6,4,6,4,3,3,4,2,1,3,4,4,5,6,6,6,3,4,5,3,2,5,4,5,5,3,7,4
1787845591,2,19,Female,5,4,5,5,4,1,2,3,4,4,3,4,7,7,7,7,7,6,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1787667156,2,19,Female,5,2,4,5,4,1,5,5,5,3,1,3,5,4,7,7,7,4,5,6,5,6,2,5,5,5,5,5,7,4,4,7,7,7,5,6,7,7,6,3,5,7,7,7,7,7,6
1787435966,2,19,Female,3,5,4,2,4,1,4,5,3,5,5,4,7,7,6,7,6,5,6,5,6,4,5,5,6,6,5,3,5,5,4,4,3,6,6,5,6,6,6,4,4,5,6,6,5,6,6
1787273556,2,19,Female,1,3,3,3,5,3,1,5,3,3,3,3,7,7,7,7,7,7,7,7,7,4,5,3,3,3,3,4,7,6,4,4,6,6,4,4,1,5,1,1,1,1,5,5,5,1,5
1787045310,2,21,Female,4,3,3,4,4,2,4,4,4,3,2,3,7,5,7,5,6,5,7,6,6,6,5,6,5,6,6,5,7,6,7,7,7,7,5,5,7,5,7,6,6,7,6,7,5,5,6
1786966813,2,19,Female,2,3,4,4,4,2,2,3,2,3,5,3,7,6,6,7,7,6,5,5,6,5,5,6,6,6,5,5,6,7,6,6,6,6,7,5,7,7,7,5,6,7,7,7,7,7,7
1786709907,2,19,Female,4,2,1,5,4,1,5,3,4,3,4,5,6,6,7,6,7,4,6,4,6,6,5,4,5,6,6,1,5,6,6,1,5,6,6,6,6,6,6,6,5,6,5,5,3,3,7
1786431169,2,20,Female,1,2,3,2,2,1,4,4,2,3,4,3,6,6,4,5,5,4,6,6,3,4,4,5,5,3,2,1,3,3,2,1,5,4,5,6,6,5,4,3,2,2,3,4,4,5,1
1786339247,2,20,Female,2,4,5,5,4,2,3,5,5,5,5,5,6,5,5,5,5,3,3,4,4,2,2,2,3,1,3,1,5,5,3,1,5,5,5,6,6,6,6,2,3,6,6,5,7,7,7
1786324158,2,26,Female,5,4,5,5,5,1,5,1,3,4,4,5,6,6,6,7,7,6,6,7,7,7,3,5,5,5,5,4,6,6,6,6,6,7,6,5,6,6,4,6,4,5,4,3,3,5,4
1786226108,2,25,Female,3,1,5,5,3,3,2,4,2,2,4,4,6,7,4,7,4,5,5,6,6,4,3,3,3,3,3,3,4,3,3,4,5,6,6,6,5,5,4,4,3,5,6,6,6,7,6
1785957696,2,20,Male,3,4,3,4,4,2,3,1,3,4,3,4,6,5,6,5,6,5,5,6,6,5,5,5,6,5,5,5,7,7,7,6,7,7,7,6,7,6,7,6,6,6,7,7,7,7,7
1785801361,2,18,Female,2,3,4,5,2,1,1,5,4,3,1,5,7,6,4,4,4,6,7,3,6,2,1,4,6,6,2,1,7,6,6,3,5,6,7,6,3,5,7,2,6,6,7,5,6,7,3
1785714712,2,19,Female,3,2,4,3,2,4,5,4,5,5,5,5,6,5,6,6,5,5,6,6,5,4,5,4,3,3,3,3,6,5,6,3,6,6,6,6,6,5,7,5,5,6,5,6,4,4,5
1785639336,2,30,Female,4,2,3,3,4,2,2,2,2,3,2,3,5,4,5,4,4,5,5,5,4,5,3,3,4,5,5,5,4,5,4,5,5,5,5,5,5,4,5,3,4,3,5,5,3,4,5
1785493891,2,19,Female,2,4,4,2,4,4,2,5,1,4,3,4,7,6,6,7,6,6,6,6,6,5,5,5,5,6,6,5,6,6,6,6,6,6,6,5,5,6,6,6,6,5,6,6,6,4,5
1785030698,2,19,Female,3,4,5,3,3,3,5,2,4,4,4,4,7,6,7,7,5,6,6,6,6,7,2,6,6,6,3,1,5,6,6,6,6,6,6,5,6,6,4,4,5,6,4,7,6,5,5
1784934033,2,20,Female,5,3,5,5,5,4,5,4,4,4,4,5,7,5,6,6,5,5,5,7,6,6,4,4,5,6,3,3,6,5,6,6,5,3,6,4,5,5,3,5,5,4,5,5,4,4,4
1784911266,2,22,Female,1,1,5,3,3,1,5,5,4,3,1,2,7,6,7,7,7,6,7,6,7,6,6,5,6,6,5,5,6,7,6,6,6,5,5,6,7,6,7,6,7,6,6,6,6,6,6
1784896129,2,45,Female,3,5,5,3,5,3,1,1,3,5,1,1,7,7,5,7,5,5,5,7,6,5,5,6,5,5,5,4,5,5,4,5,5,5,5,6,6,5,5,5,5,6,6,6,5,5,5
1784862029,2,18,Female,3,2,4,4,3,3,5,4,2,1,3,3,6,5,5,6,5,7,6,6,5,4,3,3,5,5,4,1,6,5,5,1,6,6,6,6,5,5,4,5,4,5,6,5,6,6,6
1784847091,2,24,Female,5,4,5,5,3,2,2,5,4,4,5,5,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,6,6,6,6,6,5,6,5,5,6,5,5,5,5,5
1784827702,2,19,Female,5,4,4,5,4,3,5,5,4,5,4,4,7,6,7,7,6,7,7,6,7,7,4,4,5,7,4,4,6,7,5,5,4,5,6,6,6,5,5,4,6,5,6,5,6,6,6
1784821490,2,26,Male,3,5,5,4,5,4,5,5,5,5,5,5,6,6,7,6,7,7,7,7,7,7,5,4,6,2,2,1,1,1,3,1,6,6,6,6,6,6,6,6,5,6,6,4,7,6,5
